text,category
"מנוף פיננסי (באנגלית: Financial Leverage) הוא יחס פיננסי הבודק את האיתנות הפיננסית של ישות, ומתאר את החשיפה לסיכון של יחיד או גוף הנוטל הלוואות.",פיננסי
"בתחום הניהול הפיננסי של חברות, המינוף משפיע על מבנה ההון של החברה, כלומר היקף ההתחייבויות שחברה נוטלת ומשתמשת בהן למימון עסקיה, ביחס להונה העצמי. ",פיננסי
ההנחה היא ששיעור ההכנסה על עסקי החברה גבוה יותר מאשר הריבית שהחברה משלמת למקור ממנו היא לווה את הכסף.,פיננסי
בחברה ממונפת היקף ההתחייבויות יהיה גבוה בהשוואה להון העצמי.,פיננסי
מרווח הריבית הוא ההפרש בין התשואה שהחברה מרוויחה בעסקיה לבין הריבית שהיא משלמת למלווים הזרים.,פיננסי
ההפרש מתווסף להון העצמי דרך חשבון הרווח וההפסד של החברה.,פיננסי
בעלי המניות מקבלים את חלקם בתשואה מהעסק בהתאם להון העצמי שהשקיעו בתוספת מרווח הריבית כפול כמות הפקדונות וההלוואות שהחברה יכולה להשיג.,פיננסי
ישוב המנוף הפיננסי – יחס המנוף הפיננסי מחושב על ידי חלוקת סך ההתחייבויות בסך ההון העצמי.,פיננסי
"ההון העצמי מתואר כבסיס של המנוף: ככל שהוא רחב וחזק כך יגבר הכוח שלו ""להרים"" יותר אמצעים כספיים מגורמים מחוץ לחברה.",פיננסי
המלווים מכירים בעובדה כי לחברה עלולים להיות הפסדים.,פיננסי
"כאשר בחברה נוצר הפסד בחשבון השנתי של רווח והפסד, סכום ההפסד שנוצר יורד מההון העצמי.",פיננסי
"לכן, ככל שההון העצמי יותר גדול, החברה יכולה לספוג יותר הפסדים.",פיננסי
"כושרה לשאת את ההפסדים, כאשר שאר תנאי קיומה אינם משתנים, מגבירים את כח המשיכה שלה למלווים.",פיננסי
"בעלי הפקדונות ונותני ההלוואות לא מוכנים לתת את כספם לכל חברה. במקרה של הבנקים, ייקבע הדבר לפי הלימות ההון.",פיננסי
"אם חלה הרעה במצב העסק וההכנסה שהיא מניבה לו פוחתת, מרווח הריבית יהיה שלילי. במקרה זה, לא רק שבעל ההון העצמי אינו מקבל תוספת הכנסה ממרווח הריבית, הוא גם עלול להפסיד את הונו.",פיננסי
 האמצעים הכספיים שבעלי המניות מוכנים להשקיע בחברה בתור הון מניות או הלוואת בעלים נקבעים על ידם.,פיננסי
"בדרך כלל, הם נוטים לפזר את כספם בחברות שונות ומגוונות בהתאם לשיקול דעתם.",פיננסי
"העסקים האחרים, בינתיים, רווחיים יותר והם מעדיפים את העסקים האחרים על פני עסק זה.",פיננסי
"לכן, אם דרוש לחברה הון נוסף והם לא רוצים לצרף אליהם בעלי מניות נוספים וגם לא מוכנים לרכוש מניות נוספות בחברה, הדרך היחידה העומדת לפניהם היא ללוות אמצעים",פיננסי
"לזמן קצר בשוק הכספים ולזמן בינוני וארוך בשוק ההון. אם יגיעו למסקנה, ברמת סבירות גבוהה, כי הרווח בחברה האחרת יעלה תמיד על הרווח מהחברה הנתונה, הם ימכרו את מניותיהם בה.",פיננסי
"אכן העסק רווחי, אך יש סיכון שרמת הרווח לא תישאר ברמה הנוכחית.",פיננסי
"לפי כך, הם מבקשים לגייס הון חיצוני, על מנת להשתמש בו כל עוד התשואה מהעסק תהיה גבוהה מהריבית. והיה והתשואה לא תכסה את הריבית, החברה תפרע מיד את ההלוואות.",פיננסי
"בתחום מתן ההלוואות, לוח סילוקין הוא טבלה המציגה את שלבי ההחזר של הלוואה הנפרעת בתשלומים.",פיננסי
"לוח הסילוקין נגזר מהסכם ההלוואה, כך שבסיום תקופת ההלוואה יוחזרו במלואם הן הקרן (הסכום שניתן בהלוואה) והן הריבית שהצטברה על הלוואה זו לאורך תקופת החזרתה. מקרה פרטי של החזר הלוואות ניתן לראות במשכנתאות.",פיננסי
"מאחר שהלוואה היא תהליך מתמשך, אשר חישוב הריבית בו מתבצע תקופתית, ניתן לראות שסכום החוב אינו יורד באופן מונוטוני, משום שבין תשלום לתשלום עולה סכום החוב, בשל הצטברות ריבית על החוב הנותר.",פיננסי
" כמו כן יש לזכור שהגם שתשלומי ההלוואה משולמים לרוב מדי חודש, הריבית הנקובה בהלוואה היא לרוב ריבית שנתית, אך מחושבת מחדש לפני כל תשלום, על התקופה היחסית מאז התשלום האחרון",פיננסי
"אחת הדרכים להתבונן בהחזר הלוואה היא כהחזר הקרן (סכום ההלוואה המקורי) והריבית שנצברה עד להחזרתה. שני התיאורים שקולים זה לזה, אך זו הדרך המקובלת בתיאור החזרי הלוואות על ידי הבנקים.",פיננסי
לוח שפיצר נקרא בעברית תשלום חודשי שווה או קבוע בניגוד לקרן שווה הפירעון מחושב מראש כך שההחזר התקופתי יהיה אחיד בגובהו.,פיננסי
קרן שווה תשלום חודשי קבוע לקרן ותשלום ריבית כאחוז מהחוב הנוכחי בחודש תשלום הריבית.,פיננסי
"במקרה השני התשלומים החודשיים קטנים לאורך החזר ההלוואה, כיוון שהריבית בין תשלום לתשלום מחושבת על סכום קטן יותר, ולכן קטנה עם הזמן.",פיננסי
לוח סילוקין שבו החוב מוחזר במלואו בתשלום אחד בסוף תקופת ההלוואה. בכל אחד מחודשי ההלוואה משלמים את הריבית בלבד (גרייס חלקי). לעיתים גם הריבית אינה משולמת באופן חודשי אלא מצטברת ומוחזרת עם הקרן בתום תקופת ההלוואה.,פיננסי
"ללוח סילוקין שבו ההחזר על חשבון הקרן קבוע בכל התשלומים, וגובהו שווה לסכום ההלוואה (הקרן), המחולק במספר חודשי ההלוואה – תשלומי ההחזר.",פיננסי
"לסכום קבוע זה מוסיפים בכל תקופה (ממועד תשלום אחד למשנהו) את הריבית על החוב באותו חודש, והתוצאה היא סכום התשלום לתקופה זו.",פיננסי
"לאורך פירעון ההלוואה פוחת בהדרגה התשלום התקופתי, מאחר שהריבית התקופתית מחושבת על סכום קטן יותר בכל פעם.",פיננסי
הריבית השנתית הנומינלית,פיננסי
החישוב מתבסס על ריבית שנתית מתואמת,פיננסי
"חלף ההלוואה, המלווה מקבל בסופו של חשבון סכום גבוה יותר מזה שהשקיע.",פיננסי
"נוסף על כך קיימים הסכמי דחיית תשלומים, המכונים בשמות ""בוליט"", ""בלון"" או ""גרייס"".",פיננסי
"ב""הלוואות בלון"" משולמת מדי חודש הריבית בלבד, ובסוף התקופה משולמת הקרן בתשלום בודד.",פיננסי
"התשלום הכולל במקרה זה גבוה יותר מאשר אילו חולק הסכום לתשלומים לאורך תקופת החזר ההלוואה, כיוון שבמקרה זה הריבית התקופתית מחושבת על הסכום המלא, ולא רק על הסכום שנותר לתשלום.",פיננסי
"הלוואות מסוג ""גרייס"" הן הלוואות שבהן נדחה תשלום ההלוואה למועד מאוחר יותר (לרוב שנים בודדות), כשהוא ממשיך לצבור ריבית כרגיל, ולכן גם במקרה זה התשלום הכולל גבוה יותר.",פיננסי
"עיתים המונח ""גרייס"" משמש שם נרדף להלוואות בלון (קרי, תשלום הקרן בתשלום יחיד). בשני המקרים סכום ההחזר הכולל בהלוואה ממין זה גבוה מסכום ההחזר בהלוואה שבה ההחזר משולם לכל אורך פירעון ההלוואה.",פיננסי
"בהסכם פריסת התשלומים, בדרך כלל מצוין אחוז ריבית שנתית, כאשר ההחזר חודשי.",פיננסי
"כיוון שמספר הימים בחודש משתנה, אך המלווה אינו מעוניין לבלבל את הלווה בשינויים קטנים בהחזר החודשי, פותחו מספר שיטות חישוב ריבית.",פיננסי
"חלק מההלוואות מוצמדות למדד חיצוני כלשהו (כדוגמת מדד המחירים לצרכן, או לערכו של מטבע כזה או אחר), אשר אמור לספק הגדרת ערך עקבית ולהגן מפני שינויים בערך המטבע שבו נקבעה העסקה.",פיננסי
